Combination: 6822858902
[0, 0, 0, 0, 0, 0, 0, 0, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 5, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 4, 5, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 5, 4, 0, 0, 0], [0, 0, 0, 0, 0, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 4, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 7, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 8, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 4, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 9, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 6, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 9, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 9, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[1, 0, 0, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 6, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 3, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 5, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 4, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 4, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 6, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 6, 0, 0, 8, 5, 0, 0, 0, 0], [0, 0, 0, 0, 8, 5, 0, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 8, 0, 0, 0], [0, 0, 0, 0, 8, 5, 8, 0, 0, 0]
[5, 0, 0, 0, 8, 5, 8, 0, 0, 0], [0, 0, 0, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 8, 0, 0, 0], [0, 0, 0, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 0, 0, 8, 5, 2, 0, 0, 0], [0, 0, 0, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 7, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 4, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 7, 2, 0, 8, 5, 8, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 4, 8, 5, 8, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 5, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 4, 0, 8, 5, 8, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[1, 0, 2, 0, 8, 5, 8, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 0, 8, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 0, 0, 9], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 0, 1, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 1, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 0, 8, 5, 8, 0, 8, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 0, 2, 8, 8, 5, 8, 0, 0, 0], [0, 0, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 8, 2, 0, 8, 5, 8, 0, 0, 0], [0, 8, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 8, 2, 0, 8, 5, 8, 0, 0, 7], [0, 8, 2, 0, 8, 5, 8, 0, 0, 0]
[0, 8, 2, 0, 8, 5, 8, 0, 0, 2], [0, 8, 2, 0, 8, 5, 8, 0, 0, 2]
[0, 8, 2, 0, 8, 5, 8, 7, 0, 2], [0, 8, 2, 0, 8, 5, 8, 0, 0, 2]
